label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Văn phòng,laptop-dell-xps-9320,Laptop Dell XPS 9320,15000000,99,59,dell,xps,0.0,"CPU Intel Core i7 1260P kết hợp với card Iris Xe Graphics xử lý chuyên nghiệp các tác vụ chỉnh sửa hình ảnh, thiết kế poster, banner,... RAM 16 GB chuẩn LPDDR5 mạnh mẽ, không gian lưu trữ rộng rãi nhờ ổ cứng 512 GB SSD, đồng thời gia tăng tốc độ đọc ghi nhanh chóng hơn đáng kể. Thiết kế cao cấp - sang trọng với áo nhôm màu bạc tuyệt mỹ. Cân nặng 1.26 kg gọn nhẹ dễ dàng di chuyển đến khắp mọi nơi. Nhân đôi bảo mật với công nghệ bảo mật vân tay và mở khóa bằng khuôn mặt, đi kèm camera IR hồng ngoại dễ dàng mở máy ngay cả trong bóng tối. Laptop có màn hình OLED cảm ứng giúp các thao tác sử dụng được linh hoạt hơn.",Bạc,2021,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i7 Alder Lake - 1260P, 12 lõi / 16 luồng, up to 4.7 GHz, 18 MB cache",16GB,16 GB LPDDR5 Onboard 5200 MHz,16GB 16 GB LPDDR5 Onboard 5200 MHz,512 GB SSD NVMe PCIe,512GB,,Tấm nền OLED/AMOLED,13.4 inches,Tần số quét 60 Hz  Anti-Reflective  Độ sáng 400 nits  InfinityEdge display,,Realtek Audio,Vỏ kim loại,295.3 x 199 x 15.28 mm (Dài x Rộng x Dày),1.26 kg,"Wi-Fi 6, Màn hình cảm ứng, Bảo mật vân tay, Nhận diện khuôn mặt",Có đèn bàn phím,,HD webcam  Camera IR,Windows 11 Home SL + Office Home & Student vĩnh viễn,"3-cell, 55 Wh",Wi-Fi 6E (802.11ax),Bluetooth 5.2,2 x Thunderbolt 4 với USB-C (Sạc và DisplayPort)
Văn phòng,laptop-asus-vivobook-s-14-flip-tp3402va-lz031w,Laptop Asus VivoBook S 14 Flip TP3402VA-LZ031W,20000000,62,84,asus,vivobook,0.0,"Kích thước nhỏ gọn 14 inch với trọng lượng chỉ 1.5kg CPU Intel Core i5-13500H mạnh mẽ cân mọi tác vụ văn phòng như: Word, Excel, PowerPoint,... Card đồ họa tích hợp Intel UHD Graphics cho mọi thước phim hấp dẫn, sắc nét Ram 16GB DDR4 hoàn thành đa tác vụ một cách mượt mà Ổ cứng 512GB SSD tốc độ siêu cao giúp việc khởi động, tắt máy và chạy các ứng dụng cực nhanh Màn hình cảm ứng đa điểm, độ trễ thấp hỗ trợ sử dụng bút cảm ứng cực tiện lợi",Bạc,2024,Singapore,Intel UHD Graphics,"Intel Core i5-13500H (2.6 GHz, 18MB Cache, up to 4.7 GHz, 12 lõi / 16 luồng)",16GB,DDR4,16GB DDR4 2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 3.0 SSD,512GB,,Tấm nền IPS,14 inches,Tần số quét 60Hz  Độ sáng 300nitsĐộ phủ màu 45% NTSC TÜV Rheinland-certified,1920 x 1200 pixels (WUXGA),Công nghệ khuếch đại thông minh  Loa tích hợp Micrô mảng tích hợp Harman/kardon (Mainstream),Vỏ nhựa,31.32 x 22.76 x 1.89 ~ 1.89 cm (W x H x D),1.50 kg,"Wi-Fi 6, Màn hình cảm ứng, Bảo mật vân tay",Bàn phím Chiclet có đèn nền,McAfee LiveSafe 30 ngày dùng thử miễn phí  McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (Firmware TPM),1080p FHD với màn trập camera,Windows 11 Home,"50WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E (802.11ax) (Dual band) 2*2,Bluetooth® 5,1x USB 2.0 Type-A  1x USB 3.2 Gen 2 Type-A 1x USB 3.2 Gen 2 Type-C (Display / Sạc) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack 1x DC-in
Văn phòng,laptop-lenovo-ideapad-slim-5-16imh9-83dc001svn,Laptop Lenovo Ideapad Slim 5 16IMH9 83DC001SVN,20000000,4,43,lenovo,ideapad,2.0,"Bộ xử lý Intel Core Ultra 7, card đồ họa Intel Arc Graphics tích hợp, RAM 32GB và ổ cứng SSD 512GB mang lại hiệu quả xử lý mạnh mẽ , đáp ứng tốt các tác vụ văn phòng, giải trí và chơi game. Trang bị màn hình OLED 16 inch 2K có tần số quét 120Hz, 400nits và hỗ trợ 100% DCI-P3 hình ảnh sắc nét, sống động và mượt mà. Vỏ kim loại sang trọng, nhẹ nhàng với trọng lượng chỉ 1.82kg, bàn phím có đèn nền và bàn di chuột Mylar mang đến trải nghiệm sử dụng thoải mái thoải mái và tiện lợi. Có Wi-Fi 6, Bluetooth 5.2, 2 cổng USB-A, 2 cổng USB-C, 1 cổng HDMI và 1 kết nối microSD cho kết nối đa nhiệm.",Xám,2022,Hàn Quốc,Intel Arc Graphics,"Intel core Ultra 7 155H (16 nhân / 22 luồng, up to 4.8 GHz, 24MB cache)",32GB,Onboard LPDDR5x-7467,32GB Onboard LPDDR5x-7467,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ nâng cấp tối đa 1TB),512GB,120 Hz,Tấm nền Oled,16 inches,DisplayHDR True Black 500 Độ sáng tối đa 400nits Độ phủ màu 100% DCI-P3,2048 x 1280 pixels,Stereo speakers 2W x2 Dolby Audio,Vỏ kim loại,356 x 251 x 16.9 mm,1.82 kg,"Wi-Fi 6, Nhận diện khuôn mặt",,Bảo mật TPM 2.0 Camera hồng ngoại cho Windows Hello,FHD 1080p với màn trập riêng tư Cảm biến ToF,Windows 11 Home Single Language,57Wh,"Wi-Fi 6, 11ax 2x2",BT5.2,2x USB-A 2x USB-C 1x HDMI 1x Jack cắm tai nghe 1x Đầu đọc thẻ nhớ SD
Văn phòng,laptop-lenovo-ideapad-slim-5-16imh9-83dc001rvn,Laptop Lenovo Ideapad Slim 5 16IMH9 83DC001RVN,19000000,43,70,lenovo,ideapad,1.9,"Bộ xử lý Intel Core Ultra 5 125H, card đồ họa Intel Arc Graphics tích hợp, RAM 16GB LPDDR5x-7467 và ổ cứng SSD 512GB mang lại hiệu quả xử lý mạnh mẽ , đáp ứng tốt các tác vụ văn phòng, giải trí và chơi game. Trang bị màn hình OLED 16 inch 2K có tần số quét 120Hz, 400nits và hỗ trợ 100% DCI-P3 hình ảnh sắc nét, sống động và mượt mà. Thiết kế cao cấp vỏ kim loại sang trọng, nhẹ nhàng với trọng lượng chỉ 1.82kg. Hỗ trợ Wi-Fi 6, Bluetooth 5.2, 2 cổng USB-A, 2 cổng USB-C, 1 cổng HDMI và 1 kết nối microSD cho kết nối đa nhiệm, mượt mà.",Xám,2021,Nhật Bản,Intel Arc Graphics,"Intel core Ultra 5 125H (14 nhân / 18 luồng, up to 4.5 GHz, 18MB cache)",16GB,Onboard LPDDR5x-7467,16GB Onboard LPDDR5x-7467,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),512GB,120 Hz,Tấm nền Oled,16 inches,DisplayHDR True Black 500 Độ sáng tối đa: 400nits Độ phủ màu 100% DCI-P3,2048 x 1280 pixels,Âm thanh độ phân giải cao (HD)Stereo speakers 2W x2 Dolby Audio,Vỏ kim loại,356 x 251 x 16.9 mm,1.82 kg,"Wi-Fi 6, Nhận diện khuôn mặt",,Bảo mật TPM 2.0 Camera hồng ngoại cho Windows Hello,FHD 1080p với màn trập riêng tư Cảm biến ToF,Windows 11 Home Single Language,57Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,2x USB-A 2x USB-C 1x HDMI 1x Jack cắm tai nghe 1x Đầu đọc thẻ nhớ SD
Văn phòng,laptop-lenovo-ideapad-slim-3-15iah8-83er000bvn,Laptop Lenovo IdeaPad Slim 3 15IAH8 83ER000BVN,15000000,24,2,lenovo,ideapad,4.8,"CPU Intel Core i5-12450H xử lý từ những tác vụ văn phòng đơn giản tới những công việc thiết kế đồ họa đơn giản. 8GB RAM đa nhiệm, mở nhiều tab hay làm việc đồng thời với nhiều ứng dụng mà không lo giật Lag. Ổ cứng SSD 512GB cung cấp khoảng trống lưu trữ lớn. Màn hình 15.6 inch Full HD hiển thị hình ảnh sắc nét, màu sắc sống động. Trọng lượng cực nhẹ chỉ 1.62 kg, dễ dàng bỏ vào balo và mang theo bất cứ đâu.",Xám,2023,Đài Loan,Intel UHD Graphics,"Intel Core i5-12450H (8 lõi (4P + 4E) / 12 luồng, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 18MB)",8GB,LPDDR5-4800 Onboard,8GB LPDDR5-4800 Onboard,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,512GB,,Tấm nền IPS,15.6 inches,Màn hình chống chóiĐộ sáng 300nits,1920 x 1080 pixels (FullHD),High Definition (HD) AudioLoa âm thanh nổi1.5W x2Dolby Audio,Vỏ nhựa,359.3 x 235 x 17.9 mm (W x D x H),1.62 kg,"Wi-Fi 6, Bảo mật vân tay",,Firmware TPM 2.0,FHD 1080p với màn trập camera,Windows 11 Home,3 cell 47Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"1x Đầu đọc thẻ1x HDMI 1.41x Headphone / microphone combo jack (3.5mm) 1x Đầu nối nguồn 1x USB-C 3.2 Gen 1 (Truyền dữ liệu, sạc, Display Port 1.2)2x USB 3.2 Gen 1"
Văn phòng,laptop-dell-latitude-3420,Laptop Dell Latitude 3420,25000000,80,74,dell,latitude,0.0,"Mang thiết kế nguyên khối thanh lịch và sang trọng, trọng lượng máy nhẹ chỉ 1.5 kg CPU Intel Core i5-1135G7 cho khả năng xử lý các tác vụ khác nhau một cách nhanh chóng và hiệu quả Ổ cứng 256GB thoải mái tải file, phần mềm, dữ liệu học tập RAM 8GB giúp chuyển đổi qua lại giữa các các tab không lo lag, giật Màn hình 14 inch, độ phân giải HD giúp tái hiện hình ảnh rõ nét HD Webcam hỗ trợ hình ảnh sắc nét trong các cuộc họp, call video, meet,...",Đen,2021,Đài Loan,Intel Iris Xe Graphics,"Intel Core i5-1135G7 ( 2.4 GHz - 4.2 GHz, 8MB, 4 nhân / 8 luồng )",8GB,DDR4 3200MHz,8GB DDR4 3200MHz 2 khe cắm (Hỗ trợ tối đa 32GB),256GB SSD M.2 NVMe,GB,,,14 inches,,1366 x 768 pixels,,,22.6 x 32.6 x 1.76 cm,1.5 kg,Wi-Fi 6,,,HD webcam,,3 cell 41 Wh,WiFi 802.11ax (Wifi 6),Bluetooth 5.1,"1x HDMI  1x USB Type C / DisplayPort  2x USB 3.2  1x USB 2.0  1x Micro SD card slot, Audio combo, LAN 1 Gb/s"
Văn phòng,laptop-asus-zenbook-s-14-oled-ux5406sa-pv140ws,Laptop ASUS Zenbook S 14 OLED UX5406SA-PV140WS,25000000,54,33,asus,zenbook,1.6,"Màn hình OLED 14 inch, độ phân giải 3K và tần số quét 120Hz, mang lại hình ảnh sắc nét và chuyển động mượt mà. Máy được trang bị bộ vi xử lý Intel Core U7, cho hiệu năng mạnh mẽ trong việc xử lý đa tác vụ. Với 32GB RAM, laptop này đáp ứng xuất sắc nhu cầu đa nhiệm, cho phép người dùng mở nhiều ứng dụng cùng lúc mà không gặp tình trạng giật lag. Ổ cứng SSD PCIe dung lượng 1TB cung cấp không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu nhanh chóng.",Trắng,2023,Singapore,Intel Arc Graphics,"Intel Core Ultra 7-258V 32GB 1.8 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 8 luồng)",32GB,LPDDR5X Onboard,32GB LPDDR5X Onboard,1TB M.2 NVMe PCIe 4.0 SSD,1TB,120 Hz,Tấm nền Oled,14 inches,Thời gian phản hồi 0.2ms Độ sáng tối đa 500nits HDRĐộ phủ màu 100% DCI-P3  Display HDR True Black 5001.07 tỷ màuGiảm ánh sáng xanh 70%TÜV Rheinland-certifiedSGS Eye Care Display,2880 x 1800 pixels,Công nghệ Smart Amp Loa tích hợp Micrô mảng tích hợp harman/kardon (Cao cấp),Vỏ kim loại,31.03 x 21.47 x 1.19 ~ 1.29 cm (W x H x D),1.20 kg,"Nhận diện khuôn mặt, Màn hình Oled, Wi-Fi 7",Bàn phím Chiclet có đèn nền với phím Copilot,Webcam IR hỗ trợ Windows Hello Bộ xử lý bảo mật Microsoft Pluton Mô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello,Windows 11 Home Microsoft Office Home & Student 2021 + Microsoft 365 Basic,"72WHrs, 2S2P, 4-cell Li-ion",Wi-Fi 7(802.11be) (Tri-band)2*2,Bluetooth 5.4,1x USB 3.2 Gen 2 Type-A 2x Thunderbolt 4 (display / Sạc) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack
Văn phòng,laptop-asus-expertbook-p5-p5405csa-nz0451w,Laptop ASUS ExpertBook P5 P5405CSA-NZ0451W,14000000,32,64,asus,expertbook,0.0,"Trang bị vi xử lý Intel U5-226V, mang lại hiệu suất mạnh mẽ cho các tác vụ đa nhiệm và công việc văn phòng, giúp người dùng hoàn thành công việc một cách hiệu quả. Với 16GB RAM, máy cho phép chạy nhiều ứng dụng cùng lúc mà không gặp tình trạng lag, đáp ứng tốt nhu cầu làm việc chuyên sâu. Ổ cứng 1TB PCIe cung cấp không gian lưu trữ lớn, giúp người dùng dễ dàng lưu trữ tài liệu, hình ảnh và video mà không lo hết dung lượng. Màn hình 14.0 inch WQXGA với tần số quét 144Hz mang đến hình ảnh sắc nét và mượt mà, lý tưởng cho việc xem phim và làm việc với đồ họa.",Xám,2021,Hàn Quốc,Intel Arc 130V GPU,"Intel Core Ultra 5 226V 16GB 1.6 GHz (8MB Cache, up to 4.5 GHz, 8 lõi, 8 luồng)",16GB,LPDDR5X Onboard,16GB LPDDR5X Onboard,1TB M.2 2280 NVMe PCIe 4.0 SSD,1TB,144 Hz,Tấm nền WVA,14 inches,Độ sáng 400nitsMàn hình chống chóiĐộ phủ màu sRGB: 100%Góc nhìn 178/178,2560 x 1600 (WQXGA),Dolby Atmos Công nghệ Smart Amp Micrô mảng tích hợp,Vỏ kim loại,31.20 x 22.32 x 1.49 ~ 1.64 cm (W x H x D),1.27 kg,"Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",Bàn phím Chiclet có đèn nền,Cảm biến vân tay tích hợp với Power Key Camera hồng ngoại hỗ trợ Windows Hello Kensington Nano Security Slot (6x 2.5mm) Trusted Platform Module (TPM),Camera FHD 1080p có chức năng IR hỗ trợ Windows Hello Có màn trập camera,Windows 11 Home,"63WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,"2x USB 3.2 Gen 2 Type-A 2x Thunderbolt 4, tương thích với USB4, hỗ trợ display / sạc 1x HDMI 2.1 1x 3.5mm Combo Audio Jack"
Văn phòng,laptop-asus-vivobook-s-14-oled-m5406wa-pp071ws,Laptop ASUS Vivobook S 14 OLED M5406WA-PP071WS,19000000,87,95,asus,vivobook,2.2,"Chiếc laptop mỏng nhẹ, hiệu năng mạnh mẽ với thiết kế sang trọng, phù hợp cho cả công việc và giải trí. Bộ xử lý AMD Ryzen 9 AI HX-370 mạnh mẽ, cho hiệu suất xử lý đa nhiệm mượt mà, đáp ứng tốt nhu cầu làm việc, chơi game nhẹ và sáng tạo. RAM 32GB và ổ cứng SSD 1TB PCIe mang đến tốc độ xử lý nhanh chóng, khởi động máy và mở ứng dụng nhanh chóng. Màn hình 14.0 inch 3K OLED sắc nét, màu sắc rực rỡ, cho trải nghiệm hình ảnh sống động và chân thực. Hệ điều hành Windows 11 được cài đặt sẵn, cùng với bộ Office đầy đủ, giúp bạn sử dụng máy ngay lập tức.",Bạc,2024,Nhật Bản,AMD Radeon 890M Graphics,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",32GB,LPDDR5X Onboard,32GB LPDDR5X Onboard,1TB M.2 NVMe PCIe 4.0 SSD (1x M.2 2280 PCIe 3.0x4),1TB,120 Hz,Tấm nền Oled,14 inches,Độ sáng tối đa HDR 600nits Độ phủ màu DCI-P3 100% 1.000.000:1 Màn hình HDR True Black 600 ĐÃ CHỨNG NHẬN VESA 1.07 tỷ màu Được PANTONE xác thực Màn hình bóng Giảm 65% ánh sáng xanh có hại,2880 x 1800 pixels,Công nghệ Smart Amp Loa tích hợp Micrô mảng tích hợp harman/kardon (Mainstream) có hỗ trợ Cortana,,31.05 x 22.19 x 1.39 ~ 1.59 cm (W x D x H),1.30 kg,"Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled","Bàn phím Chiclet có đèn nền RGB 1 vùng không có phím số, hành trình phím 1.7mm, bàn di chuột, có phím Copilot",Mô-đun nền tảng đáng tin cậy (Phần mềm TPM) Bộ xử lý bảo mật Microsoft Pluton McAfee Camera hồng ngoại có hỗ trợ Windows Hello,Camera FHD có chức năng IR hỗ trợ Windows Hello  Với màn trập riêng tư,Windows 11 Home + OFFICE,"75WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,1x USB 3.2 Gen 1 Type-C (Display / Sạc) 2x USB 3.2 Gen 1 Type-A 1x USB 4.0 Gen 3 Type-C (Display / Sạc) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Micro SD card reader
Văn phòng,laptop-lenovo-thinkpad-p51,Laptop Lenovo Thinkpad P51,18000000,76,2,lenovo,thinkpad,1.8,"Màn hình 15.6 inch độ phân giải 4K cùng độ sáng 300nits hỗ trợ làm việc cực tốt Bộ vi xử lý Core i7-7820HQ cùng card NVIDIA Quadro M1200M đáp ứng được mọi yêu cầu về đồ họa, thiết kế chuyên nghiệp RAM lên đến 64 GB DDR4 đa nhiệm cực nhanh chóng Ổ cứng với dung lượng lưu trữ cực lớn lên đến 1 TB PCIe SSD",Đen,2022,Singapore,NVIDIA Quadro M2200,"Intel Core i7-7820HQ (2.90 GHz, 8MB Cache, 4 Cores)",64GB,DDR4 (2400 MHz),64GB DDR4 (2400 MHz) 4 khe SODIMM,1 TB PCIe SSD,1TB,,Tấm nền IPS,15.6 inches,Độ sáng 300 nitsChống chói,3840 x 2160 pixels,Dolby Home,,377.4 x 252.3 x 24.5 - 25.9 mm (W x D x H),2.5 kg,"Wi-Fi 6, Bảo mật vân tay",LED backlight,,HD 720p,Windows 10 Pro 64-bit,6Cell - 90Wh,Intel 8265 2 x 2 a/c,Bluetooth 4.1,"4x USB 3.0 1x HDMI 1.4 1x Mini DP 1.2 Intel Thunderbolt 3 1x RJ 45 Gigabit Ethernet 1x Đầu nối đế cắm 1x Đầu đọc thẻ 4 trong 1 (SD, SDHC, SDXC, MMC) 1x ExpressCard / 34 mm 1x Headphone/mic combo jack"
Văn phòng,laptop-hp-envy-x360-13-bf0096tu-76b16pa,Laptop HP Envy X360 13-BF0096TU 76B16PA,18000000,63,90,hp,envy,0.0,"Thiết kế siêu gọn nhẹ, với diện mạo màu xanh cực kì đẹp, khối lượng vỏn vẹn 1.34 kg cơ động dễ dàng mang đến bất kì đâu. Màn hình 13.3 inch với độ phân giải 2.8K mang đến khả năng hiển thị sắc nét, sống động tận hưởng trải nghiệm giải trí đỉnh cao. Bộ vi xử lý Intel Core i5-1230U hiệu suất tốt, đồ họa cao và tiết kiệm pin. Card đồ họa Intel Iris Xe Graphics đáp ứng tốt các nhu cầu đồ họa đơn giản, chỉnh sửa ảnh với các ứng dụng Adobe, dựng video cơ bản, chơi game nhẹ,... Ổ cứng 512 GB SSD cho không gian lưu trữ lớn phục vụ tốt cho nhu cầu công việc hay giải trí. Bản lề xoay gập 360 độ linh hoạt biến hóa từ một chiếc máy tính xách tay thành máy tính bảng.",Xanh,2022,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i5-1230U (10 lõi / 12 luồng, up to 4.40 GHz, 12 MB)",8GB,8GB DDR4 4266 MHz,8GB 8GB DDR4 4266 MHz,512 GB PCIe Gen4 NVMe TLC M.2 SSD,512GB,,Tấm nền OLED/AMOLED,13.3 inches,"Tấm nền OLED, UWVA Kinh cường lực Corning Gorilla Glass NBT Hạn chế ánh sáng xanh Độ sáng SDR 400 nits, HDR 500 nits Độ phủ màu 100% DCI-P3",2880 x 1800 pixels,,,29.83 x 21.49 x 1.61 cm (Dài x Rộng x Cao),1.34 kg,"Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1)",Có đèn bàn phím,,HP True Vision 5MP IR với màn trập camera,Windows 11 Home,"4-cell, 66 Wh",Intel Wi-Fi 6E AX211 (2x2),Bluetooth 5.2 combo,"2x Thunderbolt 4 với USB4 Type-C (USB Power Delivery, DisplayPort 1.4)2x USB Type-A 1x Headphone/microphone combo"
Văn phòng,laptop-lenovo-ideapad-slim-5-14aph9-83db003bvn,Laptop Lenovo IdeaPad Slim 5 14APH9 83DB003BVN,18000000,92,46,lenovo,ideapad,0.0,"Bộ vi xử lý AMD Ryzen 7 8845HS mạnh mẽ, đáp ứng tốt các nhu cầu từ văn phòng đến giải trí. RAM 16GB LPDDR5x cho phép đa nhiệm mượt mà và khởi chạy nhanh chóng các ứng dụng. Ổ SSD PCIe 512GB mang lại tốc độ truy xuất dữ liệu nhanh chóng. Màn hình 14 inch WUXGA (1920 x 1200) sắc nét, góc nhìn rộng. Hệ điều hành Windows 11 hiện đại, tích hợp nhiều tính năng mới. Thiết kế mỏng nhẹ, kim loại với màu xám lịch lãm, phù hợp sử dụng di động.",Xám,2024,Đài Loan,AMD Radeon 780M Graphics,"AMD Ryzen 7 8845HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)",16GB,LPDDR5x-6400 Onboard,16GB LPDDR5x-6400 Onboard,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, up to 1TB M.2 2242 SSD)",512GB,,Tấm nền Oled,14 inches,Độ sáng 400nits Glossy Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500,1920 x 1200 pixels (WUXGA),"Âm thanh độ nét cao (HD) Loa stereo, 2W x2 Dolby Audio",Vỏ kim loại,312 x 221 x 16.9 mm (W x D x H),1.48 kg,"Wi-Fi 6, Màn hình Oled",,Microsoft® Pluton TPM 2.0 Enabled,"FHD 1080p + IR với Màn trập bảo mật, Cảm biến ToF",Windows 11 Home Single Language,57Wh,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 2x USB-C (USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.4 1x HDMI 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Đầu đọc thẻ microSD"
Văn phòng,laptop-asus-zenbook-14-oled-ux3405ma-pp588w,Laptop ASUS Zenbook 14 OLED UX3405MA-PP588W,19000000,39,12,asus,zenbook,1.6,"Thiết kế mỏng nhẹ và nhỏ gọn với trọng lượng chỉ 1,2 kg với độ mỏng 14.9 mm Công nghệ ASUS Lumina OLED với màn hình OLED 3K 120Hz và độ sáng tối đa 600 nits Hiệu năng mạnh mẽ được tích hợp AI với vi xử lý hoàn toàn mới Intel® Core™ Ultra 5 Hiệu suất đồ họa tăng cường tích hợp AI với Intel® Arc™ Graphics, Intel® AI Boost NPU Màn hình với tốc độ làm mới 120 Hz, cung cấp khả năng hiển thị càng nhiều khung hình mỗi giây",Bạc,2024,Nhật Bản,Intel® Arc™ Graphics,"Intel® Core™ Ultra 5 Processor (1.2 GHz, 14 lõi, 18 luồng, 18MB Cache, up to 4.5 GHz)",16GB,LPDDR5X Onboard,16GB LPDDR5X Onboard,512GB M.2 NVMe™ PCIe® 4.0 SSD,512GB,120 Hz,Tấm nền Oled,14 inches,Thời gian phản hồi 0.2ms  Độ sáng tối đa 600nits HDR Độ phủ màu 100% DCI-P3 Display HDR True Black 600 1.07 tỷ màu PANTONE Validated Glossy display Giảm ánh sáng xanh 70%,2880 x 1800 pixels,Công nghệ Smart AmpLoa tích hợpMicrophone mảng tích hợpharman/kardon (Cao cấp),,31.24 x 22.01 x 1.49 ~ 1.49 cm (W x H x D),1.20 kg,"Wi-Fi 6, Màn hình Oled",,McAfee® trong 30 ngàyWebcam IR hỗ trợ Windows HelloMcAfee®Mô-đun Nền Tảng Tin Cậy (TPM) 2.0,FHD camera,Windows 11 Home,"75WHrs, 2S2P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,1x USB 3.2 Gen 1 Type-A2x Thunderbolt™ 4 hỗ trợ hiển thị / sạc1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack
Văn phòng,laptop-dell-xps-9500,Laptop Dell XPS 9500,25000000,82,30,dell,xps,1.7,"Màn hình 15 inch, tấm nền IPS cùng độ phủ màu 100% sRGB hỗ trợ thiết kế, chỉnh sửa ảnh, dựng video,… với màu sắc chính xác CPU Intel Core i5-10300H phục vụ người dùng ở nhiều tác vụ nặng nhẹ khác nhau Card đồ họa Intel UHD 630 phù hợp thiết kế 2D, chỉnh sửa ảnh cơ bản RAM 8GB cùng SSD 256GB cho khả năng mở máy, lưu trữ dữ liệu nhanh chóng Trọng lượng máy chỉ 1.83 kg dễ dàng mang máy theo mọi nơi",Bạc,2022,Hàn Quốc,Intel UHD 630,"Intel Core i5 10300H (4 nhân / 8 luồng, 4 GHz)",8GB,DDR4 bus 2933MHz (Nâng cấp tối đa 64GB),8GB DDR4 bus 2933MHz (Nâng cấp tối đa 64GB),"SSD 256GB, HDD 0GB M.2 2 NVMe 0",SSDGB,,Tấm nền IPS,15 inches,Độ phủ màu 100% sRGB  Tần số quét 60 Hz,1920 x 1200 pixels (FullHD+),MaxxAudio Pro,,34 x 23 x 1.8 mm (Dài x Rộng x Dày),1.83 kg,Wi-Fi 6,,,Có,Windows 10,56 WHr Li-ion,Wi-Fi 6 AX1650,Bluetooth 5,3x Type-C 1x Jack 3.5 mm 1x Thunderbolt 1x Khe cắm thẻ nhớ SD 1x Khe cắm thẻ nhớ MicroSD
